epoch,loss,lr,val_loss
0,0.0011656922288239002,1e-04,0.0009693747269921005
1,0.0009402005816809833,1e-04,0.0009979462483897805
2,0.0008858867804519832,1e-04,0.0008657629368826747
3,0.0007965681725181639,1e-04,0.0007349959923885763
4,0.0006910484516993165,1e-04,0.0007256257813423872
5,0.000630846421699971,1e-04,0.0006290556048043072
6,0.0005769114359281957,1e-04,0.0005979218403808773
7,0.0005370337166823447,1e-04,0.0005343576776795089
8,0.0005044034332968295,1e-04,0.0005281225312501192
9,0.0004893469740636647,1e-04,0.000532500387635082
10,0.0004723331949207932,1e-04,0.0005324551020748913
11,0.00045663598575629294,1e-04,0.0005062751588411629
12,0.0004344960325397551,1e-04,0.00049611646682024
13,0.0004288729396648705,1e-04,0.0005246757064014673
14,0.0004295182880014181,1e-04,0.0004718521377071738
15,0.00041038193739950657,1e-04,0.0004552498576231301
16,0.0004067803383804858,1e-04,0.0005077301757410169
17,0.0004006604722235352,1e-04,0.0004363309999462217
18,0.0003912194515578449,1e-04,0.0004340775776654482
19,0.00037690220051445067,1e-04,0.00042326192487962544
20,0.00037889397935941815,1e-04,0.00045361267984844744
21,0.00037530562258325517,1e-04,0.0004315025871619582
22,0.0003690892190206796,1e-04,0.000425265432568267
23,0.00035992913763038814,1e-04,0.0004273868107702583
24,0.0003570691042114049,1e-04,0.0004178547824267298
25,0.0003558809112291783,1e-04,0.000407253741286695
26,0.00034782016882672906,1e-04,0.0003963507479056716
27,0.0003445872862357646,1e-04,0.0004128454893361777
28,0.0003392596263438463,1e-04,0.00040219241054728627
29,0.0003284430131316185,1e-04,0.00038171111373230815
30,0.000334365846356377,1e-04,0.00038305739872157574
31,0.000324611843097955,1e-04,0.00035940029192715883
32,0.000325958855682984,1e-04,0.00037891059764660895
33,0.00031850094092078507,1e-04,0.0003747298032976687
34,0.00032135916990228,1e-04,0.00039138036663644016
35,0.00031585808028467,1e-04,0.00036047774483449757
36,0.0003130983095616102,1e-04,0.00036277854815125465
37,0.00028755259700119495,5e-05,0.0003527753287926316
38,0.00028292665956541896,5e-05,0.0003516745346132666
39,0.00027429123292677104,5e-05,0.000329646747559309
40,0.00027301308000460267,5e-05,0.0003512930707074702
41,0.00026427701232023537,5e-05,0.0003578216419555247
42,0.00027230114210397005,5e-05,0.0003444212779868394
43,0.00026906057610176504,5e-05,0.0003398174303583801
44,0.0002628971415106207,5e-05,0.0003371638886164874
45,0.0002528293989598751,2.5e-05,0.0003235761832911521
46,0.00025394666590727866,2.5e-05,0.0003497972502373159
47,0.0002469727478455752,2.5e-05,0.0003168427210766822
48,0.00024545713677071035,2.5e-05,0.0003162324137520045
49,0.0002458016970194876,2.5e-05,0.0003201238578185439
50,0.0002484802098479122,2.5e-05,0.0003253685717936605
51,0.0002464113640598953,2.5e-05,0.0003231161099392921
52,0.00024311282322742045,2.5e-05,0.0003164105291943997
53,0.00023598915140610188,1.25e-05,0.0003222259401809424
54,0.0002351549337618053,1.25e-05,0.0003429475473240018
55,0.00023430702276527882,1.25e-05,0.0003153124707750976
56,0.00022952370636630803,1.25e-05,0.00031651341123506427
57,0.00023408177366945893,1.25e-05,0.0003101408074144274
58,0.00023126290761865675,1.25e-05,0.00032375523005612195
59,0.00023754817084409297,1.25e-05,0.0003070714883506298
60,0.00023158063413575292,1.25e-05,0.00030784853151999414
61,0.000234906081459485,1.25e-05,0.0003080956230405718
62,0.00022922700736671686,1.25e-05,0.0003390692581888288
63,0.00022741248540114611,1.25e-05,0.0003304745478089899
64,0.00022599069052375853,1.25e-05,0.0003199227212462574
65,0.0002251640398753807,6.25e-06,0.000314201635774225
66,0.0002255799190606922,6.25e-06,0.00031414986005984247
67,0.00021996702707838267,6.25e-06,0.00031493365531787276
68,0.00022179962252266705,6.25e-06,0.0003083782794419676
69,0.0002206529607065022,6.25e-06,0.00030648065148852766
