epoch,body,left_ear,loss,lr,nose,right_ear,tail_base,val_body,val_left_ear,val_loss,val_nose,val_right_ear,val_tail_base
14,0.00031203721300698817,0.0022401113528758287,0.0017831351142376661,1e-04,0.0027503538876771927,0.002260412322357297,0.0013527623377740383,0.00045524080633185804,0.002386509906500578,0.001969079952687025,0.0030637746676802635,0.0023821224458515644,0.001557753188535571
15,0.00028427926008589566,0.002177479909732938,0.0017073220806196332,1e-04,0.0026140371337532997,0.0021510182414203882,0.001309794606640935,0.0002680472389329225,0.0025444342754781246,0.00204816204495728,0.0031726600136607885,0.0025462533812969923,0.0017094172071665525
16,0.00025133753661066294,0.0021460724528878927,0.0016442969208583236,1e-04,0.002511135535314679,0.002141791395843029,0.0011711432598531246,0.000380914454581216,0.0022948102559894323,0.0018739162478595972,0.0029190045315772295,0.0024032294750213623,0.0013716237153857946
17,0.00023538955429103225,0.0019748397171497345,0.0015677283518016338,1e-04,0.0024780752137303352,0.0019927031826227903,0.0011576359393075109,0.0002984258171636611,0.00238097389228642,0.0019553799647837877,0.003067901823669672,0.0024116465356200933,0.0016179510857909918
18,0.00022440950851887465,0.001933892024680972,0.0015104726189747453,1e-04,0.002343214815482497,0.001967051764950156,0.0010837939335033298,0.0002549531345721334,0.0021992495749145746,0.0018928206991404295,0.003035368863493204,0.002344361739233136,0.0016301708528771996
19,0.00021475559333339334,0.0018688130658119917,0.0014557394897565246,1e-04,0.002275793580338359,0.001917007495649159,0.001002329052425921,0.00031131526338867843,0.002384875901043415,0.0018874325323849916,0.002872749464586377,0.002344353822991252,0.0015238674823194742
20,0.0002003834379138425,0.0017541113775223494,0.0013645000290125608,1e-04,0.0021705639082938433,0.001769810332916677,0.0009276289492845535,0.0002394579933024943,0.0021487462799996138,0.001726568560115993,0.0027616883162409067,0.0021214154548943043,0.0013615336501970887
21,0.00017841659428086132,0.0017367443069815636,0.0013302924344316125,1e-04,0.0020704197231680155,0.0017507363809272647,0.0009151458507403731,0.00019469372637104243,0.0020724402274936438,0.0017325044609606266,0.002908832859247923,0.002073803450912237,0.0014127519680187106
22,0.00018438469851389527,0.0017077209195122123,0.001295585068874061,1e-04,0.002021630760282278,0.001704967813566327,0.0008592206286266446,0.00020916371431667358,0.002367694629356265,0.0017896485514938831,0.002785453572869301,0.0022698636166751385,0.0013160672970116138
23,0.00017583477892912924,0.0015780518297106028,0.001211639610119164,1e-04,0.0018611064879223704,0.0015916962875053287,0.0008515091612935066,0.0002993399102706462,0.0022929832339286804,0.0018478602869436145,0.0029796173330396414,0.0023822314105927944,0.0012851295759901404
24,0.00015730533050373197,0.0014774855226278305,0.001172257587313652,1e-04,0.001881836331449449,0.001515377196483314,0.0008292809361591935,0.00026229838840663433,0.002390533220022917,0.0018767229048535228,0.002980119315907359,0.0023273262195289135,0.0014233377296477556
25,0.00017315808509010822,0.0015056488336995244,0.0011629436630755663,1e-04,0.0018313900800421834,0.0014994012890383601,0.0008051220211200416,0.00021178978204261512,0.002155561000108719,0.0018552941037341952,0.0029535263311117887,0.00246858736500144,0.0014870057348161936
26,0.00012061011511832476,0.0012670124415308237,0.000965249550063163,5e-05,0.0014943907735869288,0.0012966260546818376,0.0006476064445450902,0.00018048509082291275,0.0022501256316900253,0.001799558405764401,0.0029548187740147114,0.002333402168005705,0.0012789611937478185
27,0.00011665189231280237,0.0011895530624315143,0.0009034881950356066,5e-05,0.001371755264699459,0.0012028288329020143,0.0006366514135152102,0.00019846817303914577,0.0024868142791092396,0.0018136933213099837,0.002777603454887867,0.0022986088879406452,0.00130697141867131
28,0.0001118498548748903,0.0011692744446918368,0.0008739159675315022,5e-05,0.0013659726828336716,0.0011266299989074469,0.0005958539550192654,0.00019050133414566517,0.0023573606740683317,0.0018668512348085642,0.0030088138300925493,0.0024785699788480997,0.0012990109389647841
29,0.00011269924289081246,0.001098643522709608,0.0008464101701974869,5e-05,0.0013027163222432137,0.0011020437814295292,0.0006159491604194045,0.00019204839190933853,0.0023438124917447567,0.001872468157671392,0.00311443954706192,0.0023952277842909098,0.0013168129371479154
30,0.00011041272227885202,0.00105476682074368,0.0008074349607340991,5e-05,0.0012484932085499167,0.0010242032585665584,0.0005992988008074462,0.00018596199515741318,0.0024155941791832447,0.0018857410177588463,0.002896444872021675,0.0025268744211643934,0.0014038315275684
