epoch,loss,lr,val_loss
0,0.0005266331718303263,1e-04,0.0003695308696478605
1,0.00031375919934362173,1e-04,0.0002985075116157532
2,0.0002798795758280903,1e-04,0.00028792917146347463
3,0.00025138843921013176,1e-04,0.0002725854574237019
4,0.000243095462792553,1e-04,0.0002628094225656241
5,0.000236064923228696,1e-04,0.00024542270693928003
6,0.0002272507845191285,1e-04,0.0002389399305684492
7,0.0002246148796984926,1e-04,0.00024270064022857696
8,0.0002187015488743782,1e-04,0.00023628363851457834
9,0.00020704782218672335,1e-04,0.00023464809055440128
10,0.0002097503747791052,1e-04,0.0002595745609141886
11,0.000209035279112868,1e-04,0.000230814068345353
12,0.00020166643662378192,1e-04,0.00022819527657702565
13,0.0001991927420021966,1e-04,0.00022351386724039912
14,0.0001986124407267198,1e-04,0.00021972648391965777
15,0.0001950671139638871,1e-04,0.0002215934218838811
16,0.0001915394386742264,1e-04,0.000236916181165725
17,0.0001893066510092467,1e-04,0.00021792080951854587
18,0.00018953386461362243,1e-04,0.0002315244491910562
19,0.0001867158425739035,1e-04,0.00021628974354825914
20,0.00018678774358704686,1e-04,0.00021613446006085724
21,0.0001779836748028174,1e-04,0.00021970517991576344
22,0.0001766452332958579,1e-04,0.0002385661646258086
23,0.00017943105194717646,1e-04,0.00021765075507573783
24,0.00017450517043471336,1e-04,0.00022298812109511346
25,0.0001607621379662305,5e-05,0.00021213879517745227
26,0.0001601377152837813,5e-05,0.00021016961545683444
27,0.00015742110554128885,5e-05,0.00020630167273338884
28,0.0001577329239808023,5e-05,0.00021330357412807643
29,0.00015696189075242728,5e-05,0.00022568987333215773
30,0.0001547325518913567,5e-05,0.0002123483718605712
31,0.00015515896666329354,5e-05,0.0002108142653014511
32,0.00015225986135192215,5e-05,0.00021096394630149007
33,0.00014645916235167533,2.5e-05,0.00022086454555392265
34,0.0001438761391909793,2.5e-05,0.0002103119040839374
35,0.00014096841914579272,2.5e-05,0.0002142484881915152
36,0.00014118793478701264,2.5e-05,0.00020846386905759573
37,0.00014038114750292152,2.5e-05,0.0002050548791885376
38,0.00013707113976124674,2.5e-05,0.0002040664985543117
39,0.00013843950000591576,2.5e-05,0.00021230746642686427
40,0.00013680473784916103,2.5e-05,0.00021772457694169134
41,0.000138321629492566,2.5e-05,0.00021051295334473252
42,0.000137146475026384,2.5e-05,0.00021022635337430984
43,0.0001288517814828083,1.25e-05,0.00019618698570411652
44,0.00013125019904691726,1.25e-05,0.00020518481323961169
45,0.00012897067063022405,1.25e-05,0.00020660438167396933
46,0.0001288149505853653,1.25e-05,0.00020605837926268578
47,0.00012713878822978586,1.25e-05,0.00020576563838403672
48,0.00013021209451835603,1.25e-05,0.00019531144062057137
49,0.0001239681732840836,1.25e-05,0.00021433721121866256
50,0.0001267946499865502,6.25e-06,0.0002058913087239489
51,0.00012381686246953905,6.25e-06,0.00021499922149814665
52,0.00012164212967036292,6.25e-06,0.0002143936580978334
53,0.00012598505418282002,6.25e-06,0.00021505073527805507
54,0.00012016709661111236,6.25e-06,0.0002107544569298625
55,0.0001197620076709427,6.25e-06,0.0002054316137218848
56,0.0001227846514666453,6.25e-06,0.00020930344180669636
57,0.00011824166722362861,3.125e-06,0.0002175754780182615
58,0.00012039363355142996,3.125e-06,0.00020925202989019454
59,0.00011782587534980848,3.125e-06,0.00021282691159285605
60,0.0001196354060084559,3.125e-06,0.00020782367209903896
61,0.00011963681026827544,3.125e-06,0.0002114405360771343
62,0.00011644466576399282,3.125e-06,0.00020985008450224996
63,0.00011757664469769225,3.125e-06,0.00020730252435896546
64,0.00012100928142899647,1.5625e-06,0.00021921774896327406
65,0.00011629740038188174,1.5625e-06,0.00022473689750768244
66,0.00011676707799779251,1.5625e-06,0.00021600893524009734
67,0.00011568878107937053,1.5625e-06,0.00020857129129581153
68,0.00011638638534350321,1.5625e-06,0.00019688528846018016
