epoch,loss,lr,val_loss
0,0.0001343677140539512,1e-04,0.0001249010383617133
1,0.00013090182619635016,1e-04,0.0001172652337118052
2,0.00012795606744475663,1e-04,0.00012162378698121756
3,0.00012509488442447037,1e-04,0.00011312713468214497
4,0.00012323578994255513,1e-04,0.00011176953557878733
5,0.00011970377818215638,1e-04,0.00010855637810891494
6,0.00011785756214521825,1e-04,0.0001064352472894825
7,0.00011570941569516435,1e-04,0.00010095672041643411
8,0.00011218549479963258,1e-04,0.00010123421816388145
9,0.00010918862244579941,1e-04,0.00010351512901252136
10,0.00010515200847294182,1e-04,9.403375588590279e-05
11,0.00010191485489485785,1e-04,9.674781176727265e-05
12,9.856313408818096e-05,1e-04,9.033182868734002e-05
13,9.380729170516133e-05,1e-04,8.83090979186818e-05
14,9.026085172081366e-05,1e-04,8.937750681070611e-05
15,8.495924703311175e-05,1e-04,8.342976798303425e-05
16,8.131041249725968e-05,1e-04,7.978519715834409e-05
17,7.570489106001332e-05,1e-04,8.089230686891824e-05
18,7.272926450241357e-05,1e-04,7.892308349255472e-05
19,6.82706231600605e-05,1e-04,7.365204510279e-05
20,6.512217805720866e-05,1e-04,7.132864266168326e-05
21,6.29695423413068e-05,1e-04,7.815534627297893e-05
22,6.0095935623394325e-05,1e-04,7.391168037429452e-05
23,5.625667472486384e-05,1e-04,7.495799945900217e-05
24,5.508011963684112e-05,1e-04,7.662551797693595e-05
25,5.142017107573338e-05,1e-04,7.593758346047252e-05
26,4.5124641474103555e-05,5e-05,7.69391335779801e-05
27,4.282865847926587e-05,5e-05,7.524414104409516e-05
28,4.092562448931858e-05,5e-05,7.577893848065287e-05
29,3.8565554859815165e-05,5e-05,8.037193038035184e-05
30,3.804493462666869e-05,5e-05,8.013194019440562e-05
